file_path,label
data\processed\Loriculus vernalis\9_seg002.wav,Loriculus vernalis
data\processed\Centropus andamanensis\7_seg002.wav,Centropus andamanensis
data\processed\Mystery mystery\293_seg004.wav,Mystery mystery
data\processed\Mystery mystery\373_seg084.wav,Mystery mystery
data\processed\Dicaeum cruentatum\1_seg022.wav,Dicaeum cruentatum
data\processed\Mystery mystery\117_seg007.wav,Mystery mystery
data\processed\Dicrurus andamanensis\12_seg000.wav,Dicrurus andamanensis
data\processed\Mystery mystery\442_seg031.wav,Mystery mystery
data\processed\Pomatorhinus ruficollis\17_seg011.wav,Pomatorhinus ruficollis
data\processed\Psittacula eupatria\27_seg001.wav,Psittacula eupatria
data\processed\Cuculus micropterus\9_seg020.wav,Cuculus micropterus
data\processed\Mystery mystery\431_seg016.wav,Mystery mystery
data\processed\noise\Pellorneum_ruficeps__74__seg037.wav,noise
data\processed\Psittacula eupatria\6_seg007.wav,Psittacula eupatria
data\processed\Mystery mystery\239_seg003.wav,Mystery mystery
data\processed\Argya longirostris\1_seg021.wav,Argya longirostris
data\processed\Pellorneum ruficeps\9_seg013.wav,Pellorneum ruficeps
data\processed\Mystery mystery\240_seg001.wav,Mystery mystery
data\processed\Dicrurus andamanensis\2_seg015.wav,Dicrurus andamanensis
data\processed\Pellorneum ruficeps\75_seg016.wav,Pellorneum ruficeps
data\processed\Chloropsis\14_seg019.wav,Chloropsis
data\processed\Dicrurus andamanensis\13_seg007.wav,Dicrurus andamanensis
data\processed\Iole cacharensis\1_seg001.wav,Iole cacharensis
data\processed\Cyornis unicolor\22_seg005.wav,Cyornis unicolor
data\processed\Pellorneum ruficeps\5_seg008.wav,Pellorneum ruficeps
data\processed\Pnoepyga pusilla\18_seg003.wav,Pnoepyga pusilla
data\processed\Arborophila torqueola\2_seg027.wav,Arborophila torqueola
data\processed\Mystery mystery\19_seg074.wav,Mystery mystery
data\processed\Mystery mystery\194_seg001.wav,Mystery mystery
data\processed\Centropus andamanensis\13_seg003.wav,Centropus andamanensis
data\processed\Arborophila torqueola\12_seg002.wav,Arborophila torqueola
data\processed\noise\Loriculus_vernalis__27__seg006.wav,noise
data\processed\Glaucidium cuculoides\31_seg044.wav,Glaucidium cuculoides
data\processed\Sturnia malabarica\16_seg017.wav,Sturnia malabarica
data\processed\Psilopogon lineatus\11_seg004.wav,Psilopogon lineatus
data\processed\Macronus gularis\22_seg006.wav,Macronus gularis
data\processed\noise\Centropus_andamanensis__1__seg003.wav,noise
data\processed\Chelidorhynx hypoxanthus\13_seg007.wav,Chelidorhynx hypoxanthus
data\processed\Loriculus vernalis\27_seg017.wav,Loriculus vernalis
data\processed\Mystery mystery\303_seg013.wav,Mystery mystery
data\processed\Mystery mystery\360_seg030.wav,Mystery mystery
data\processed\Mystery mystery\384_seg003.wav,Mystery mystery
data\processed\Mystery mystery\115_seg024.wav,Mystery mystery
data\processed\Mystery mystery\323_seg005.wav,Mystery mystery
data\processed\Lanius tephronotus\5_seg018.wav,Lanius tephronotus
data\processed\Cuculus micropterus\43_seg019.wav,Cuculus micropterus
data\processed\Alcippe cinerea\20_seg000.wav,Alcippe cinerea
data\processed\Mystery mystery\382_seg001.wav,Mystery mystery
data\processed\Loriculus vernalis\22_seg003.wav,Loriculus vernalis
data\processed\Rimator malacoptilus\14_seg018.wav,Rimator malacoptilus
data\processed\noise\Mystery_mystery__222__seg008.wav,noise
data\processed\Pnoepyga pusilla\11_seg003.wav,Pnoepyga pusilla
data\processed\Pellorneum ruficeps\64_seg010.wav,Pellorneum ruficeps
data\processed\Mystery mystery\247_seg005.wav,Mystery mystery
data\processed\Cyornis unicolor\11_seg027.wav,Cyornis unicolor
data\processed\Iole cacharensis\6_seg003.wav,Iole cacharensis
data\processed\Mystery mystery\239_seg001.wav,Mystery mystery
data\processed\Loriculus vernalis\28_seg021.wav,Loriculus vernalis
data\processed\Cuculus micropterus\6_seg000.wav,Cuculus micropterus
data\processed\Sphenocichla humei\12_seg004.wav,Sphenocichla humei
data\processed\Pnoepyga pusilla\27_seg001.wav,Pnoepyga pusilla
data\processed\Dicrurus andamanensis\9_seg002.wav,Dicrurus andamanensis
data\processed\Mystery mystery\195_seg006.wav,Mystery mystery
data\processed\Mystery mystery\35_seg015.wav,Mystery mystery
data\processed\Chloropsis jerdoni\6_seg021.wav,Chloropsis jerdoni
data\processed\Cyornis poliogenys\2_seg002.wav,Cyornis poliogenys
data\processed\Pomatorhinus ruficollis\33_seg007.wav,Pomatorhinus ruficollis
data\processed\Dicaeum chrysorrheum\1_seg004.wav,Dicaeum chrysorrheum
data\processed\Cyornis poliogenys\10_seg007.wav,Cyornis poliogenys
data\processed\Cyornis poliogenys\15_seg008.wav,Cyornis poliogenys
data\processed\Mystery mystery\332_seg054.wav,Mystery mystery
data\processed\Todiramphus chloris\19_seg002.wav,Todiramphus chloris
data\processed\Glaucidium cuculoides\31_seg018.wav,Glaucidium cuculoides
data\processed\Mystery mystery\43_seg036.wav,Mystery mystery
data\processed\Mystery mystery\272_seg001.wav,Mystery mystery
data\processed\Sphenocichla humei\21_seg002.wav,Sphenocichla humei
data\processed\noise\Glaucidium_cuculoides__12__seg013.wav,noise
data\processed\noise\Spelaeornis_oatesi__3__seg007.wav,noise
data\processed\noise\Psittacula_eupatria__5__seg013.wav,noise
data\processed\Ixobrychus cinnamomeus\3_seg000.wav,Ixobrychus cinnamomeus
data\processed\Mystery mystery\263_seg002.wav,Mystery mystery
data\processed\Chloropsis\7_seg000.wav,Chloropsis
data\processed\Mystery mystery\15_seg000.wav,Mystery mystery
data\processed\Pomatorhinus ruficollis\16_seg003.wav,Pomatorhinus ruficollis
data\processed\Sphenocichla humei\39_seg007.wav,Sphenocichla humei
data\processed\Pnoepyga pusilla\7_seg014.wav,Pnoepyga pusilla
data\processed\Mystery mystery\363_seg001.wav,Mystery mystery
data\processed\Mystery mystery\422_seg004.wav,Mystery mystery
data\processed\noise\Pellorneum_ruficeps__100__seg009.wav,noise
data\processed\Pomatorhinus ruficollis\21_seg001.wav,Pomatorhinus ruficollis
data\processed\Arachnothera magna\4_seg003.wav,Arachnothera magna
data\processed\Cyornis unicolor\15_seg007.wav,Cyornis unicolor
data\processed\Mystery mystery\345_seg006.wav,Mystery mystery
data\processed\Acridotheres fuscus\11_seg005.wav,Acridotheres fuscus
data\processed\Pnoepyga pusilla\22_seg000.wav,Pnoepyga pusilla
data\processed\Mystery mystery\115_seg008.wav,Mystery mystery
data\processed\Arborophila torqueola\8_seg021.wav,Arborophila torqueola
data\processed\Chloropsis\3_seg003.wav,Chloropsis
data\processed\noise\Rimator_malacoptilus__10__seg002.wav,noise
data\processed\Arachnothera magna\10_seg001.wav,Arachnothera magna
data\processed\Cuculus micropterus\63_seg011.wav,Cuculus micropterus
data\processed\Alcippe cinerea\24_seg014.wav,Alcippe cinerea
data\processed\noise\Mystery_mystery__427__seg001.wav,noise
data\processed\Pellorneum ruficeps\95_seg012.wav,Pellorneum ruficeps
data\processed\Chelidorhynx hypoxanthus\13_seg004.wav,Chelidorhynx hypoxanthus
data\processed\Psilopogon lineatus\7_seg007.wav,Psilopogon lineatus
data\processed\Mystery mystery\414_seg026.wav,Mystery mystery
data\processed\Glaucidium cuculoides\15_seg005.wav,Glaucidium cuculoides
data\processed\Mystery mystery\414_seg049.wav,Mystery mystery
data\processed\Mystery mystery\32_seg003.wav,Mystery mystery
data\processed\Mystery mystery\360_seg004.wav,Mystery mystery
data\processed\Phylloscopus inornatus\4_seg006.wav,Phylloscopus inornatus
data\processed\noise\Chloropsis__1__seg006.wav,noise
data\processed\Spelaeornis oatesi\3_seg008.wav,Spelaeornis oatesi
data\processed\Chloropsis\14_seg059.wav,Chloropsis
data\processed\Psittacula eupatria\6_seg012.wav,Psittacula eupatria
data\processed\Mystery mystery\311_seg008.wav,Mystery mystery
data\processed\Cuculus micropterus\45_seg009.wav,Cuculus micropterus
data\processed\Cyornis magnirostris\6_seg031.wav,Cyornis magnirostris
data\processed\Mystery mystery\325_seg030.wav,Mystery mystery
data\processed\Pomatorhinus ruficollis\24_seg023.wav,Pomatorhinus ruficollis
data\processed\Arachnothera magna\4_seg002.wav,Arachnothera magna
data\processed\Mystery mystery\86_seg005.wav,Mystery mystery
data\processed\Aethopyga gouldiae\6_seg002.wav,Aethopyga gouldiae
data\processed\Dicrurus andamanensis\16_seg001.wav,Dicrurus andamanensis
data\processed\Glaucidium cuculoides\30_seg017.wav,Glaucidium cuculoides
data\processed\Cyornis unicolor\19_seg024.wav,Cyornis unicolor
data\processed\Sturnia malabarica\16_seg006.wav,Sturnia malabarica
data\processed\Loriculus vernalis\18_seg009.wav,Loriculus vernalis
data\processed\Glaucidium cuculoides\14_seg008.wav,Glaucidium cuculoides
data\processed\noise\Cyornis_unicolor__5__seg003.wav,noise
data\processed\Pomatorhinus ruficollis\34_seg003.wav,Pomatorhinus ruficollis
data\processed\Mystery mystery\178_seg001.wav,Mystery mystery
data\processed\Stachyridopsis ambigua\4_seg005.wav,Stachyridopsis ambigua
data\processed\Cyornis unicolor\10_seg036.wav,Cyornis unicolor
data\processed\noise\Spelaeornis_oatesi__3__seg010.wav,noise
data\processed\Liocichla phoenicea\6_seg008.wav,Liocichla phoenicea
data\processed\Sphenocichla humei\29_seg013.wav,Sphenocichla humei
data\processed\Pellorneum ruficeps\26_seg023.wav,Pellorneum ruficeps
data\processed\Mystery mystery\281_seg001.wav,Mystery mystery
data\processed\Macronus gularis\18_seg001.wav,Macronus gularis
data\processed\Macronus gularis\23_seg007.wav,Macronus gularis
data\processed\Cyornis unicolor\4_seg004.wav,Cyornis unicolor
data\processed\Cyornis magnirostris\1_seg002.wav,Cyornis magnirostris
data\processed\noise\Pomatorhinus_ruficollis__11__seg003.wav,noise
data\processed\Cuculus micropterus\24_seg000.wav,Cuculus micropterus
data\processed\Polyplectron bicalcaratum\7_seg000.wav,Polyplectron bicalcaratum
data\processed\Mystery mystery\128_seg017.wav,Mystery mystery
data\processed\Mystery mystery\425_seg005.wav,Mystery mystery
data\processed\Psilopogon lineatus\1_seg008.wav,Psilopogon lineatus
data\processed\noise\Liocichla_phoenicea__1__seg006.wav,noise
data\processed\Mystery mystery\298_seg000.wav,Mystery mystery
data\processed\noise\Mystery_mystery__395__seg002.wav,noise
data\processed\Rimator malacoptilus\8_seg004.wav,Rimator malacoptilus
data\processed\Psittacula eupatria\18_seg003.wav,Psittacula eupatria
data\processed\Mystery mystery\85_seg006.wav,Mystery mystery
data\processed\Mystery mystery\128_seg001.wav,Mystery mystery
data\processed\Polyplectron bicalcaratum\10_seg002.wav,Polyplectron bicalcaratum
data\processed\Mystery mystery\412_seg001.wav,Mystery mystery
data\processed\Mystery mystery\93_seg004.wav,Mystery mystery
data\processed\Glaucidium cuculoides\28_seg000.wav,Glaucidium cuculoides
data\processed\Pellorneum ruficeps\12_seg001.wav,Pellorneum ruficeps
data\processed\Chelidorhynx hypoxanthus\12_seg012.wav,Chelidorhynx hypoxanthus
data\processed\Pellorneum ruficeps\53_seg006.wav,Pellorneum ruficeps
data\processed\Mystery mystery\258_seg025.wav,Mystery mystery
data\processed\Mystery mystery\377_seg022.wav,Mystery mystery
data\processed\Mystery mystery\198_seg001.wav,Mystery mystery
data\processed\Centropus andamanensis\11_seg001.wav,Centropus andamanensis
data\processed\Chloropsis\14_seg042.wav,Chloropsis
data\processed\Cyornis poliogenys\7_seg006.wav,Cyornis poliogenys
data\processed\Mystery mystery\432_seg000.wav,Mystery mystery
data\processed\Mystery mystery\305_seg013.wav,Mystery mystery
data\processed\Psittacula eupatria\11_seg009.wav,Psittacula eupatria
data\processed\Cuculus micropterus\31_seg007.wav,Cuculus micropterus
data\processed\Pomatorhinus ruficollis\11_seg006.wav,Pomatorhinus ruficollis
data\processed\Chloropsis\8_seg001.wav,Chloropsis
data\processed\Mystery mystery\9_seg010.wav,Mystery mystery
data\processed\Glaucidium cuculoides\3_seg003.wav,Glaucidium cuculoides
data\processed\Mystery mystery\1_seg022.wav,Mystery mystery
data\processed\Pellorneum ruficeps\46_seg002.wav,Pellorneum ruficeps
data\processed\noise\Chelidorhynx_hypoxanthus__3__seg006.wav,noise
data\processed\Arborophila torqueola\8_seg012.wav,Arborophila torqueola
data\processed\Pellorneum ruficeps\17_seg026.wav,Pellorneum ruficeps
data\processed\Psittacula eupatria\8_seg023.wav,Psittacula eupatria
data\processed\Macronus gularis\13_seg002.wav,Macronus gularis
data\processed\Chelidorhynx hypoxanthus\3_seg007.wav,Chelidorhynx hypoxanthus
data\processed\Pellorneum ruficeps\40_seg012.wav,Pellorneum ruficeps
data\processed\Mystery mystery\41_seg001.wav,Mystery mystery
data\processed\Mystery mystery\409_seg001.wav,Mystery mystery
data\processed\Riparia chinensis\3_seg000.wav,Riparia chinensis
data\processed\Cyornis unicolor\11_seg003.wav,Cyornis unicolor
data\processed\Glaucidium cuculoides\14_seg002.wav,Glaucidium cuculoides
data\processed\Dicaeum minullum\3_seg002.wav,Dicaeum minullum
data\processed\Dicaeum minullum\2_seg000.wav,Dicaeum minullum
data\processed\Cuculus micropterus\31_seg006.wav,Cuculus micropterus
data\processed\Pomatorhinus ruficollis\1_seg005.wav,Pomatorhinus ruficollis
data\processed\Cyornis unicolor\22_seg007.wav,Cyornis unicolor
data\processed\Cyornis poliogenys\26_seg007.wav,Cyornis poliogenys
data\processed\Chelidorhynx hypoxanthus\10_seg021.wav,Chelidorhynx hypoxanthus
data\processed\Loriculus vernalis\10_seg001.wav,Loriculus vernalis
data\processed\Alcippe cinerea\17_seg012.wav,Alcippe cinerea
data\processed\Mystery mystery\16_seg021.wav,Mystery mystery
data\processed\Mystery mystery\279_seg004.wav,Mystery mystery
data\processed\Chloropsis jerdoni\6_seg002.wav,Chloropsis jerdoni
data\processed\Cuculus micropterus\40_seg004.wav,Cuculus micropterus
data\processed\noise\Dicrurus_andamanensis__7__seg008.wav,noise
data\processed\Mystery mystery\373_seg014.wav,Mystery mystery
data\processed\Cuculus micropterus\43_seg002.wav,Cuculus micropterus
data\processed\noise\Mystery_mystery__373__seg010.wav,noise
data\processed\Phylloscopus subaffinis\1_seg004.wav,Phylloscopus subaffinis
data\processed\Pellorneum ruficeps\9_seg007.wav,Pellorneum ruficeps
data\processed\Dicrurus andamanensis\12_seg001.wav,Dicrurus andamanensis
data\processed\Pellorneum ruficeps\97_seg010.wav,Pellorneum ruficeps
data\processed\Cuculus micropterus\27_seg000.wav,Cuculus micropterus
data\processed\Sturnia malabarica\3_seg006.wav,Sturnia malabarica
data\processed\Mystery mystery\235_seg000.wav,Mystery mystery
data\processed\Mystery mystery\365_seg015.wav,Mystery mystery
data\processed\Argya longirostris\7_seg022.wav,Argya longirostris
data\processed\Arborophila torqueola\12_seg013.wav,Arborophila torqueola
data\processed\Arborophila torqueola\4_seg018.wav,Arborophila torqueola
data\processed\Macronus gularis\17_seg026.wav,Macronus gularis
data\processed\noise\Mystery_mystery__126__seg002.wav,noise
data\processed\noise\Arborophila_torqueola__12__seg003.wav,noise
data\processed\noise\Argya_longirostris__10__seg008.wav,noise
data\processed\Psittacula eupatria\23_seg000.wav,Psittacula eupatria
data\processed\Todiramphus chloris\13_seg018.wav,Todiramphus chloris
data\processed\Loriculus vernalis\27_seg024.wav,Loriculus vernalis
data\processed\noise\Glaucidium_cuculoides__12__seg003.wav,noise
data\processed\Mystery mystery\115_seg026.wav,Mystery mystery
data\processed\Mystery mystery\414_seg007.wav,Mystery mystery
data\processed\Chloropsis jerdoni\2_seg016.wav,Chloropsis jerdoni
data\processed\noise\Arborophila_torqueola__24__seg015.wav,noise
data\processed\Mystery mystery\120_seg009.wav,Mystery mystery
data\processed\Mystery mystery\297_seg027.wav,Mystery mystery
data\processed\noise\Sphenocichla_humei__20__seg005.wav,noise
data\processed\Mystery mystery\25_seg004.wav,Mystery mystery
data\processed\Liocichla phoenicea\1_seg003.wav,Liocichla phoenicea
data\processed\Mystery mystery\423_seg012.wav,Mystery mystery
data\processed\Arborophila torqueola\4_seg014.wav,Arborophila torqueola
data\processed\noise\Loriculus_vernalis__15__seg006.wav,noise
data\processed\Cuculus micropterus\9_seg002.wav,Cuculus micropterus
data\processed\Pellorneum ruficeps\26_seg028.wav,Pellorneum ruficeps
data\processed\Arborophila torqueola\2_seg006.wav,Arborophila torqueola
data\processed\noise\Pellorneum_ruficeps__74__seg068.wav,noise
data\processed\Mystery mystery\314_seg017.wav,Mystery mystery
data\processed\Mystery mystery\373_seg055.wav,Mystery mystery
data\processed\Cyornis magnirostris\6_seg015.wav,Cyornis magnirostris
data\processed\Cuculus micropterus\30_seg009.wav,Cuculus micropterus
data\processed\Polyplectron bicalcaratum\3_seg013.wav,Polyplectron bicalcaratum
data\processed\Arborophila torqueola\32_seg008.wav,Arborophila torqueola
data\processed\Sphenocichla humei\16_seg003.wav,Sphenocichla humei
data\processed\Mystery mystery\428_seg017.wav,Mystery mystery
data\processed\Liocichla phoenicea\5_seg002.wav,Liocichla phoenicea
data\processed\Motacilla citreola\17_seg003.wav,Motacilla citreola
data\processed\noise\Pnoepyga_pusilla__22__seg010.wav,noise
data\processed\Cyornis poliogenys\17_seg010.wav,Cyornis poliogenys
data\processed\Macronus gularis\21_seg003.wav,Macronus gularis
data\processed\Pomatorhinus ruficollis\31_seg007.wav,Pomatorhinus ruficollis
data\processed\Pomatorhinus ruficollis\24_seg033.wav,Pomatorhinus ruficollis
data\processed\Mystery mystery\223_seg020.wav,Mystery mystery
data\processed\Pellorneum ruficeps\29_seg003.wav,Pellorneum ruficeps
data\processed\Pomatorhinus ruficollis\41_seg011.wav,Pomatorhinus ruficollis
data\processed\Mystery mystery\345_seg017.wav,Mystery mystery
data\processed\Mystery mystery\414_seg005.wav,Mystery mystery
data\processed\Mystery mystery\1_seg002.wav,Mystery mystery
data\processed\Mystery mystery\124_seg005.wav,Mystery mystery
data\processed\Pnoepyga pusilla\6_seg002.wav,Pnoepyga pusilla
data\processed\Pellorneum ruficeps\87_seg040.wav,Pellorneum ruficeps
data\processed\Centropus andamanensis\7_seg001.wav,Centropus andamanensis
data\processed\Dicrurus andamanensis\15_seg003.wav,Dicrurus andamanensis
